message_idx,dt_utc,symbol,side,leverage,entry_a,entry_b,sl,tp1,tp2,tp3,raw_text,entry_low,entry_high,entry_mid,zone_pct,sl_extra_pct,tp1_pct,tp2_pct,tp3_pct
269,2025-02-25T12:07:35+00:00,SEI,long,30,0.2706,0.2467,0.2384,0.2773,0.2855,0.2945,"заходжу в sei long 30x
📈
📣
точка входу: 0.2706 - 0.2467
✅
тейк-профіт: 0.2773,0.2855,0.2945
🤚
стоп-лосс: 0.2384
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.2467,0.2706,0.25865,0.09240286100908565,0.033644102148358335,0.024759793052475918,0.05506282335550616,0.08832224685883214
273,2025-02-26T12:57:25+00:00,DOT,long,30,4.769,4.402,4.138,4.865,4.988,5.204,"заходжу в dot long 30x
📈
📣
точка входу: 4.769 - 4.402
✅
тейк-профіт: 4.865,4.988,5.204
🤚
стоп-лосс: 4.138
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.402,4.769,4.5855,0.08003489259622724,0.059972739663789236,0.020130006290626983,0.04592157685049283,0.09121409100440335
280,2025-02-27T12:35:24+00:00,RENDER,long,25,3.863,3.565,3.349,3.911,4.036,4.192,"заходжу в render long 25x
📈
📣
точка входу: 3.863 - 3.565
✅
тейк-профіт: 3.911,4.036,4.192
🤚
стоп-лосс: 3.349
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.565,3.863,3.714,0.08023694130317718,0.06058906030855533,0.012425575977219789,0.04478384675122951,0.08516696867719394
284,2025-02-28T12:11:24+00:00,LTC,long,30,120.14,109.66,102.82,121.24,125.74,131.97,"заходжу в ltc long 30x
📈
📣
точка входу: 120.14 - 109.66
✅
тейк-профіт: 121.24,125.74,131.97
🤚
стоп-лосс: 102.82
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf inversion фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",109.66,120.14,114.9,0.09120974760661447,0.062374612438446136,0.009155984684534662,0.04661228566672211,0.09846845347095054
295,2025-03-03T12:07:29+00:00,DOT,long,30,4.969,4.517,4.304,4.996,5.136,5.365,"заходжу в dot long 30x
📈
📣
точка входу: 4.969 - 4.517
✅
тейк-профіт: 4.996,5.136,5.365
🤚
стоп-лосс: 4.304
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.517,4.969,4.743,0.09529833438751843,0.04715519149878239,0.005433688871000228,0.03360837190581602,0.07969410344133626
300,2025-03-04T12:32:02+00:00,DRIFT,long,30,0.6937,0.6406,0.6139,0.7037,0.715,0.7422,"заходжу в drift long 30x
📈
📣
точка входу: 0.6937 - 0.6406
✅
тейк-профіт: 0.7037,0.7150,0.7422
🤚
стоп-лосс: 0.6139
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні htf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.6406,0.6937,0.6671499999999999,0.07959229558570043,0.041679675304402045,0.014415453366008375,0.03070491566959779,0.06991494882514053
306,2025-03-05T12:15:34+00:00,NEAR,long,30,2.9065,2.6675,2.4996,2.9352,2.9884,3.0361,"заходжу в near long 30x
📈
📣
точка входу: 2.9065 - 2.6675
✅
тейк-профіт: 2.9352,2.9884,3.0361
🤚
стоп-лосс: 2.4996
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні htf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.6675,2.9065,2.787,0.08575529242913522,0.06294283036551075,0.009874419404782443,0.02817822122828147,0.044589712712884894
310,2025-03-06T13:00:34+00:00,GALA,long,30,0.01909,0.0173,0.01638,0.01932,0.01977,0.02084,"заходжу в gala long 30x
📈
📣
точка входу: 0.01909 - 0.01730
✅
тейк-профіт: 0.01932,0.01977,0.02084
🤚
стоп-лосс: 0.01638
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні htf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.0173,0.01909,0.018195,0.09837867546029129,0.05317919075144513,0.012048192771084392,0.035620743844945,0.09167103195390265
315,2025-03-07T12:12:03+00:00,NEO,long,30,9.141,8.544,8.277,9.172,9.252,9.454,"заходжу в neo long 30x
📈
📣
точка входу: 9.141 - 8.544
✅
тейк-профіт: 9.172,9.252,9.454
🤚
стоп-лосс: 8.277
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні htf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",8.544,9.141,8.842500000000001,0.06751484308736211,0.031250000000000146,0.0033913138606280037,0.012143091565474308,0.0342413302702112
323,2025-03-10T12:20:34+00:00,BCH,long,30,368.57,337.01,326.4,373.35,386.43,401.86,"заходжу в bch long 30x
📈
📣
точка входу: 368.57 - 337.01
✅
тейк-профіт: 373.35,386.43,401.86
🤚
стоп-лосс: 326.40
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні htf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",337.01,368.57,352.78999999999996,0.08945831797953459,0.031482745319130034,0.012969042515668746,0.04845755216105493,0.09032205551184312
327,2025-03-11T12:32:47+00:00,KAVA,long,30,0.4146,0.3818,0.3714,0.4192,0.4284,0.4423,"заходжу в kava long 30x
📈
📣
точка входу: 0.4146 - 0.3818
✅
тейк-профіт: 0.4192,0.4284,0.4423
🤚
стоп-лосс: 0.3714
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні htf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.3818,0.4146,0.3982,0.08237066800602726,0.027239392352016674,0.011095031355523378,0.03328509406657013,0.0668113844669561
332,2025-03-12T11:37:56+00:00,ICP,long,25,5.458,4.973,4.729,5.529,5.695,6.05,"заходжу в icp long 25x
📈
📣
точка входу: 5.458 - 4.973
✅
тейк-профіт: 5.529,5.695,6.050
🤚
стоп-лосс: 4.729
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.973,5.458,5.2155000000000005,0.09299204294890236,0.04906495073396336,0.013008427995602735,0.04342249908391354,0.10846463906192738
337,2025-03-13T10:50:39+00:00,GALA,long,30,0.01665,0.01497,0.01404,0.01687,0.01735,0.01797,"заходжу в gala long 30x
📈
📣
точка входу: 0.01665 - 0.01497
✅
тейк-профіт: 0.01687,0.01735,0.01797
🤚
стоп-лосс: 0.01404
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.01497,0.01665,0.01581,0.10626185958254275,0.062124248496994,0.013213213213213091,0.04204204204204199,0.07927927927927916
342,2025-03-14T12:15:48+00:00,ROSE,long,25,0.03158,0.02863,0.0272,0.03189,0.033,0.03385,"заходжу в rose long 25x
📈
📣
точка входу: 0.03158 - 0.02863
✅
тейк-профіт: 0.03189,0.03300,0.03385
🤚
стоп-лосс: 0.02720
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.02863,0.03158,0.030105,0.09799036704866294,0.04994760740482015,0.009816339455351639,0.044965167827739225,0.07188093730208997
350,2025-03-17T11:39:41+00:00,LDO,long,30,0.9578,0.8871,0.8711,0.9742,1.0102,1.0583,"заходжу в ldo long 30x
📈
📣
точка входу: 0.9578 - 0.8871
✅
тейк-профіт: 0.9742,1.0102,1.0583
🤚
стоп-лосс: 0.8711
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.8871,0.9578,0.92245,0.0766437205268578,0.01803629804982529,0.017122572562121498,0.05470870745458342,0.10492795990812281
355,2025-03-18T12:17:25+00:00,ROSE,long,25,0.03248,0.02964,0.02874,0.03287,0.03351,0.03465,"заходжу в rose long 25x
📈
📣
точка входу: 0.03248 - 0.02964
✅
тейк-профіт: 0.03287,0.03351,0.03465
🤚
стоп-лосс: 0.02874
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.02964,0.03248,0.03106,0.09143593045717972,0.03036437246963556,0.01200738916256162,0.0317118226600984,0.06681034482758615
359,2025-03-19T11:20:07+00:00,INJ,long,30,9.866,9.121,8.906,9.963,10.06,10.405,"заходжу в inj long 30x
📈
📣
точка входу: 9.866 - 9.121
✅
тейк-профіт: 9.963,10.060,10.405
🤚
стоп-лосс: 8.906
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверу buy side liquidity, зараз знаходимось в зоні ltf брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",9.121,9.866,9.493500000000001,0.07847474587875906,0.02357197675693453,0.009831745388201859,0.019663490776403898,0.054632069734441485
366,2025-03-20T12:10:48+00:00,LTC,long,30,91.82,85.63,82.53,92.58,94.46,96.51,"заходжу в ltc long 30x
📈
📣
точка входу: 91.82 - 85.63
✅
тейк-профіт: 92.58,94.46,96.51
🤚
стоп-лосс: 82.53
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",85.63,91.82,88.725,0.06976613130459282,0.03620226556113505,0.008277063820518462,0.028751905902853418,0.05107819647135713
